KCD코드,산정특례코드,항목분류,질환명(한글),질환명(영문),검사기준(신규등록기준),검사항목(신규등록기준),필수검사조합(신규등록기준),검사기준(재등록기준),검사항목(재등록기준),필수검사조합(재등록기준)
G70.2,V012,신경계통의 질환,선천성 및 발달성 근무력증,Congenital and developmental myasthenia,"o 영아기 및 소아기에 증상이 발현하면서 근육쇠약 혹은 근력 저하를 주 증상으로 함
o 복시 등의 안구 증상이 나타나거나 전신적인 근육 쇠약과 함께 아세틸콜린 수용체 항체 검사에서 양성 소견이 나타나는 경우, 단 아세틸콜린 수용체 항체검사가 음성인 경우 근전도검사","임상진단, 아세티콜린 수용체 항체검사 또는 근전도검사","(임상진단, 아세티콜린 수용체 항체검사 또는 근전도검사)","o 영아기 및 소아기에 증상이 발현하면서 근육쇠약 혹은 근력 저하를 주 증상으로 함
o 복시 등의 안구 증상이 나타나거나 전신적인 근육 쇠약과 함께 아세틸콜린 수용체 항체 검사에서 양성 소견이 나타나는 경우, 단 아세틸콜린 수용체 항체검사가 음성인 경우 근전도검사","임상진단, 아세티콜린 수용체 항체검사 또는 근전도검사","(임상진단, 아세티콜린 수용체 항체검사 또는 근전도검사)"
G70.0,V012,신경계통의 질환,중증근무력증,Myasthenia gravis,"o 근육쇠약 혹은 근력 저하를 주 증상으로 하면서, 복시 등의 안구 증상이 나타나거나 전신적인 근육 쇠약과 함께 아세틸콜린 수용체 항체 검사에서 양성 소견이 나타나고 근전도검사(Jolly test)상 양성 반응이 나타나는 경우
o 상기 증상을 일으킬 수 있는 다른 전신적 질환이 존재하지 않는 경우","임상진단, 근전도검사","(임상진단, 근전도검사)","o 근육쇠약 혹은 근력 저하를 주 증상으로 하면서, 복시 등의 안구 증상이 나타나거나 전신적인 근육 쇠약과 함께 아세틸콜린 수용체 항체 검사에서 양성 소견이 나타나고 근전도검사(Jolly test)상 양성 반응이 나타나는 경우
o 상기 증상을 일으킬 수 있는 다른 전신적 질환이 존재하지 않는 경우","임상진단, 근전도검사","(임상진단, 근전도검사)"
G61.8,V126,신경계통의 질환,만성 염증성 탈수초성 다발신경병증,Chronic inflammatory demyelinating polyneuropathy,아급성 또는 만성으로 발생하는 다발성 탈수초성 신경병으로 근전도검사상 탈수초성 소견을 확인,"임상진단, 근전도검사","(임상진단, 근전도검사)",최초 등록과 동일하나 질환 활성이 임상 증상과 신경전도검사에서 남아 있는 경우,"임상진단, 근전도검사","(임상진단, 근전도검사)"
G61.8,V126,신경계통의 질환,다초점 운동신경병증,Multifocal Motor Neuropathy,위축이 동반된 진행성 비대칭성 운동신경병으로 신경전도검사에서 전도차단 소견을 보이거나 Srum anti-GM1 IgM 양성이거나 위팔 신경 얼기(brachial plexus)의 조영증강이나 비후(hypertrophy) MRI 소견이 있는 경우,"영상검사, 특수생화학/면역학·도말/배양검사, 임상진단, 근전도검사","(임상진단, 근전도검사) 또는 (영상검사, 임상진단, 근전도검사) 또는 (특수생화학/면역학·도말/배양검사, 임상진단, 근전도검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
G61.0,V126,신경계통의 질환,길랭-바레증후군,Guillain-Barré syndrome,"o 급성 및 아급성으로 진행하는 전신적 신경병증
o 상기 질환을 유발할 수 있는 다른 질환이 배제되어야 함","임상진단, 근전도검사","(임상진단, 근전도검사)",해당 질환으로 인한 말초 운동신경 이상이 위약 또는 신경전도에서 남아 있는 경우,"임상진단, 근전도검사","(임상진단, 근전도검사)"
G61.0,V126,신경계통의 질환,밀러휘셔증후군,Miller Fisher Syndrome,"o 비교적 급성 발병의 외안근 운동의 제한(external ophthalmoplegia), 운동 실조(ataxia), 건반사 저하(generalized hyporeflexia)의 증상을 보이면서 이러한 증상을 나타낼 수 있는 다른 신경학적 이상 질환이 배제된 경우
o 때로는 외안근 운동의 마비만 관찰되는 partial form도 존재함
o Anti-GQ1b anti body가 양성을 보일 수 있어 확진에 도움이 됨",임상진단,(임상진단),해당 질환에 의한 외안근 운동의 제한 또는 운동 실조가 남아 있는 경우,임상진단,(임상진단)
G60.0,V169,신경계통의 질환,루시-레비증후군,Roussy-Lévy syndrome,"o 소아 시기에 발현하는, 보행실조, 심부건반사 저하, 족부변형, 척추측만증 등의 증상
o 유전자 검사에서 해당하는 유전자 돌연변이를 증명할 수 있거나 가족력을 확인할 수 있는 경우 확진할 수 있으나, 임상적 진찰 및  검사를 통하여도 진단할 수 있음
o 신경생검이 진단에 도움이 될 수 있음","유전학검사, 조직학검사, 임상진단, 신경근전도검사","(임상진단, 신경근전도검사) 또는 (유전학검사, 임상진단, 신경근전도검사) 또는 (조직학검사, 임상진단, 신경근전도검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 의료진의 임상소견과 신경전도 근전도 검사결과에 따라 재등록 결정","임상진단, 신경근전도검사","(임상진단, 신경근전도검사)"
G60.0,V169,신경계통의 질환,"비골근위축(축삭형, 비대형)","Peroneal muscular atrophy(axonal type, hypertrophic type)","o 소아 및 성인 시기에 시작되는 진행성 신경병증으로 신경전도검사 및 근전도검사에서 해당하는 말초신경의 신경병증이 확인되는 경우
o 유전자 돌연변이 확인
o 신경생검이 진단에 도움이 될 수 있음","유전학검사, 조직학검사, 임상진단, 신경근전도검사","(임상진단, 신경근전도검사) 또는 (유전학검사, 임상진단, 신경근전도검사) 또는 (조직학검사, 임상진단, 신경근전도검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 의료진의 임상소견과 신경전도 근전도 검사결과에 따라 재등록 결정","임상진단, 신경근전도검사","(임상진단, 신경근전도검사)"
G60.0,V169,신경계통의 질환,샤르코-마리-투스질환,Charcot-Marie-Tooth disease,"o 운동신경 및 감각신경의 신경병증이 임상 진찰 및 신경전도/근전도검사에서 확인됨
o 유전자 검사에서 해당하는 유전자 돌연변이가 확인되거나 가족력을 확인할 수 있는 경우
o 신경생검이 진단에 도움이 될 수 있음","유전학검사, 조직학검사, 임상진단, 신경근전도검사","(임상진단, 신경근전도검사) 또는 (유전학검사, 임상진단, 신경근전도검사) 또는 (조직학검사, 임상진단, 신경근전도검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 의료진의 임상소견과 신경전도 근전도 검사결과에 따라 재등록 결정","임상진단, 신경근전도검사","(임상진단, 신경근전도검사)"
G60.0,V169,신경계통의 질환,유전성 운동 및 감각 신경병증 I-IV형,"Hereditary motor and sensory neuropathy, types I-IV","o 운동 혹은 감각 신경의 신경병증이 임상 진찰 및 신경전도/근전도검사에서 확인됨
o 유전자 검사에서 해당하는 유전자 돌연변이가 확인되거나 가족력을 확인할 수 있는 경우
o 신경생검이 진단에 도움이 될 수 있음","유전학검사, 조직학검사, 임상진단, 신경근전도검사","(임상진단, 신경근전도검사) 또는 (유전학검사, 임상진단, 신경근전도검사) 또는 (조직학검사, 임상진단, 신경근전도검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 의료진의 임상소견과 신경전도 근전도 검사결과에 따라 재등록 결정","임상진단, 신경근전도검사","(임상진단, 신경근전도검사)"
G60.0,V169,신경계통의 질환,유전성 운동 및 감각 신경병증,Hereditary motor and sensory neuropathy,"o 운동신경 및 감각신경의 신경병증이 임상 진찰 및 신경전도/근전도검사에서 확인됨
o 유전자 검사에서 해당하는 유전자 돌연변이가 확인되거나 가족력을 확인할 수 있는 경우
o 신경생검이 진단에 도움이 될 수 있음","유전학검사, 조직학검사, 임상진단, 신경근전도검사","(임상진단, 신경근전도검사) 또는 (유전학검사, 임상진단, 신경근전도검사) 또는 (조직학검사, 임상진단, 신경근전도검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 의료진의 임상소견과 신경전도 근전도 검사결과에 따라 재등록 결정","임상진단, 신경근전도검사","(임상진단, 신경근전도검사)"
G60.0,V169,신경계통의 질환,영아기의 비대성 신경병증,Hypertrophic neuropathy of infancy,"o 영아 및 소아 시기에 시작되는 신경병증으로, 신경병증으로 인한 근력저하 및 족부의 변형이 동반됨
o 유전자 검사에서 해당하는 유전자 돌연변이가 발견되거나 신경병리검사상 특징적인 onion-bulb formation이 관찰되는 경우","유전학검사, 조직학검사, 임상진단, 신경근전도검사","(임상진단, 신경근전도검사) 또는 (유전학검사, 임상진단, 신경근전도검사) 또는 (조직학검사, 임상진단, 신경근전도검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 의료진의 임상소견과 신경전도 근전도 검사결과에 따라 재등록 결정","임상진단, 신경근전도검사","(임상진단, 신경근전도검사)"
G60.0,V169,신경계통의 질환,데제린-소타스병,Déjerine-Sottas disease,"o 영아 및 소아 시기에 시작되는 신경병증으로, 신경병증으로 인한 근력저하 및 족부의 변형이 동반됨
o 유전자 검사에서 해당하는 유전자 돌연변이가 발견되거나 신경병리검사상 특징적인 onion-bulb formation이 관찰되는 경우","유전학검사, 조직학검사, 임상진단, 신경근전도검사","(임상진단, 신경근전도검사) 또는 (유전학검사, 임상진단, 신경근전도검사) 또는 (조직학검사, 임상진단, 신경근전도검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 의료진의 임상소견과 신경전도 근전도 검사결과에 따라 재등록 결정","임상진단, 신경근전도검사","(임상진단, 신경근전도검사)"
G51.8,V900,신경계통의 질환,파리-롬버르그증후군,Parry-Romberg syndrome,"진단은 근본적으로 임상적인 특징에 기초한다. 신경학적 증상과 관련하여 중추신경계 영상 진단이 도움이 될 수 있다. 피부 생검(Biopsy, 환자로부터 세포나 조직을 떼어내어 관찰하는 의학적 진단과정)은 국소 경화증을 배제하는데 이용될 수 있으나, 패리-롬버그 병의 진단에 도움이 되지는 않다.",임상진단,(임상진단),"최초등록과 동일하며, 5년이후 재등록필요하다 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
G51.2,V167,신경계통의 질환,멜케르손-로젠탈증후군,Melkersson-Rosenthal syndrome,"다음 증상을 보이는 환자
o 재발하는 안면 부종 (재발하는 안면 및 혀의 부종으로 인하여 lingua plicata가 발생할 수 있음)
o 재발하는 안면마비 (안면마비는 Melkersson-Rosenthal syndrome의 약 30%에서 발생하기 때문에, 안면마비가 없다고 하여 MRS를 진단하지 못하는 것은 아님)",임상진단,(임상진단),"다음 증상을 보이는 환자
o 재발하는 안면 부종 (재발하는 안면 및 혀의 부종으로 인하여 lingua plicata가 발생할 수 있음)
o 재발하는 안면마비 (안면마비는 Melkersson-Rosenthal syndrome의 약 30%에서 발생하기 때문에, 안면마비가 없다고 하여 MRS를 진단하지 못하는 것은 아님)",임상진단,(임상진단)
G51.2,V167,신경계통의 질환,멜커슨증후군,Melkersson’s syndrome,"다음 증상을 보이는 환자
o 재발하는 안면 부종 (재발하는 안면 및 혀의 부종으로 인하여 lingua plicata가 발생할 수 있음)
o 재발하는 안면마비 (안면마비는 Melkersson-Rosenthal syndrome의 약 30%에서 발생하기 때문에, 안면마비가 없다고 하여 MRS를 진단하지 못하는 것은 아님)",임상진단,(임상진단),"다음 증상을 보이는 환자
o 재발하는 안면 부종 (재발하는 안면 및 혀의 부종으로 인하여 lingua plicata가 발생할 수 있음)
o 재발하는 안면마비 (안면마비는 Melkersson-Rosenthal syndrome의 약 30%에서 발생하기 때문에, 안면마비가 없다고 하여 MRS를 진단하지 못하는 것은 아님)",임상진단,(임상진단)
G47.4,V234,신경계통의 질환,발작수면 및 허탈발작,Narcolepsy and cataplexy,"o 주간 졸음증이 최소한 3개월 동안 지속되어야함
o 다중수면잠복기검사(Multiple Sleep Latency Test, MSLT)나 척수액의 Hypocretin-1 농도를 측정하여 다음의 기준을 만족해야 함.
 (1) 탈력발작의 병력이 없는 경우: 야간수면다원검사를 실시한 다음날 시행한 다중수면잠복기검사(MSLT, Multiple Sleep Latency Test) 에서 다음의 2가지 조건을  충족해야함
   ① 평균입면시간 (Mean sleep latency)이 8분 이하
   ② SOREMP (Sleep-onset REM period)이 2회 이상 관찰
 (2) 탈력발작의 병력이 있는 경우: 다중수면잠복기검사에서 다음의 2가지 조건을 충족해야함.
   ① 평균입면시간이 8분이하
   ② SOREMP이 1회 이상
 또는
 (3) 척수액검사에서 Hypocretin-1 이 110pg/mL 이하로 측정된 경우
o 다른 수면장애, 내과적 질환이나 신경과적 질환, 정신과적 질환, 약물 사용, 약물 남용에 의해서 주간졸음증이 유발되지 않아야 함","특수생화학/면역학·도말/배양검사, 임상진단, 수면다원검사","(임상진단, 수면다원검사) 또는 (특수생화학/면역학·도말/배양검사, 임상진단, 수면다원검사)","o 주간 졸음증이 최소한 3개월 동안 지속되어야함
o 다중수면잠복기검사(Multiple Sleep Latency Test, MSLT)나 척수액의 Hypocretin-1 농도를 측정하여 다음의 기준을 만족해야 함.
 (1) 탈력발작의 병력이 없는 경우: 야간수면다원검사를 실시한 다음날 시행한 다중수면잠복기검사(MSLT, Multiple Sleep Latency Test) 에서 다음의 2가지 조건을  충족해야함
   ① 평균입면시간 (Mean sleep latency)이 8분 이하
   ② SOREMP (Sleep-onset REM period)이 2회 이상 관찰
 (2) 탈력발작의 병력이 있는 경우: 다중수면잠복기검사에서 다음의 2가지 조건을 충족해야함.
   ① 평균입면시간이 8분이하
   ② SOREMP이 1회 이상
 또는
 (3) 척수액검사에서 Hypocretin-1 이 110pg/mL 이하로 측정된 경우
o 다른 수면장애, 내과적 질환이나 신경과적 질환, 정신과적 질환, 약물 사용, 약물 남용에 의해서 주간졸음증이 유발되지 않아야 함","특수생화학/면역학·도말/배양검사, 임상진단, 수면다원검사","(임상진단, 수면다원검사) 또는 (특수생화학/면역학·도말/배양검사, 임상진단, 수면다원검사)"
G47.31,V900,신경계통의 질환,하다드 증후군,Haddad syndrome,"(진단기준)
임상소견(선천성 중추성 수면무호흡증: 잠들어 있는 동안의 청색증, 복부 X-ray, Barium 검사, 직장생검(Hirschsprung's disease 진단)

(검사항목)
복부 X-ray, Barium 검사, 직장생검, 유전자검사 (PHOX2B gene)","영상검사, 유전학검사, 조직학검사, 임상진단, Barium검사","(영상검사, 유전학검사, 조직학검사, 임상진단, Barium검사)","(진단기준)
임상소견(선천성 중추성 수면무호흡증: 잠들어 있는 동안의 청색증, 복부 X-ray

(검사항목)
복부 X-ray","영상검사, 임상진단","(영상검사, 임상진단)"
G41.9,V125,신경계통의 질환,상세불명의 뇌전증지속상태,"Status epilepticus, unspecified","뇌전증발작(국소적, 전반적 구분 안됨)이 30분이상 지속되거나 의식의 회복 없이 발작이 반복하여 발생하는 경우","임상진단, 뇌파검사","(임상진단, 뇌파검사)","적극적인 치료에도 불구하고 중증발작의 월 5회 이상, 경증발작의 월 10회이상이 연 6회이상 있고, 발작을 할 때에 유발된 호흡장애, 흡인성 폐렴, 심한 탈진, 두통, 구역, 인지기능 장애 등으로 요양관리가 필요하여 일상생활 및 사회생활에 수시로 보호와 관리가 필요한 경우",임상진단,(임상진단)
G41.8,V125,신경계통의 질환,기타 뇌전증지속상태,Other status epilepticus,기타 뇌전증발작이 30분이상 지속되거나 의식의 회복 없이 발작이 반복하여 발생하는 경우,"임상진단, 뇌파검사","(임상진단, 뇌파검사)","적극적인 치료에도 불구하고 중증발작의 월 5회 이상, 경증발작의 월 10회이상이 연 6회이상 있고, 발작을 할 때에 유발된 호흡장애, 흡인성 폐렴, 심한 탈진, 두통, 구역, 인지기능 장애 등으로 요양관리가 필요하여 일상생활 및 사회생활에 수시로 보호와 관리가 필요한 경우",임상진단,(임상진단)
G41.2,V125,신경계통의 질환,복합부분뇌전증지속상태,Complex partial status epilepticus,복합부분발작이 30분이상 지속되거나 의식의 회복 없이 발작이 반복하여 발생하는 경우,"임상진단, 뇌파검사","(임상진단, 뇌파검사)","적극적인 치료에도 불구하고 중증발작의 월 5회 이상, 경증발작의 월 10회이상이 연 6회이상 있고, 발작을 할 때에 유발된 호흡장애, 흡인성 폐렴, 심한 탈진, 두통, 구역, 인지기능 장애 등으로 요양관리가 필요하여 일상생활 및 사회생활에 수시로 보호와 관리가 필요한 경우",임상진단,(임상진단)
G41.1,V125,신경계통의 질환,뇌전증 압상스지속상태,Epileptic absence status,압상스발작이 30분이상 지속되거나 중간에 의식의 회복 없이 발작이 반복하여 발생하는 경우,"임상진단, 뇌파검사","(임상진단, 뇌파검사)","적극적인 치료에도 불구하고 중증발작의 월 5회 이상, 경증발작의 월 10회이상이 연 6회이상 있고, 발작을 할 때에 유발된 호흡장애, 흡인성 폐렴, 심한 탈진, 두통, 구역, 인지기능 장애 등으로 요양관리가 필요하여 일상생활 및 사회생활에 수시로 보호와 관리가 필요한 경우",임상진단,(임상진단)
G41.1,V125,신경계통의 질환,소발작뇌전증지속상태,Petit mal status epilepticus,단순부분발작이 30분이상 지속되거나 중간에 운동기능의 회복 없이 30분이상 발작이 반복하여 발생하는 경우,"임상진단, 뇌파검사","(임상진단, 뇌파검사)","적극적인 치료에도 불구하고 중증발작의 월 5회 이상, 경증발작의 월 10회이상이 연 6회이상 있고, 발작을 할 때에 유발된 호흡장애, 흡인성 폐렴, 심한 탈진, 두통, 구역, 인지기능 장애 등으로 요양관리가 필요하여 일상생활 및 사회생활에 수시로 보호와 관리가 필요한 경우",임상진단,(임상진단)
G41.0,V125,신경계통의 질환,긴장-간대성 뇌전증지속상태,Tonic-clonic status epilepticus,강직간대성발작이 30분이상 지속되거나 중간에 의식의 회복 없이 30분 이상 발작이 반복하여 발생하는 경우,"임상진단, 뇌파검사","(임상진단, 뇌파검사)","적극적인 치료에도 불구하고 중증발작의 월 5회 이상, 경증발작의 월 10회이상이 연 6회이상 있고, 발작을 할 때에 유발된 호흡장애, 흡인성 폐렴, 심한 탈진, 두통, 구역, 인지기능 장애 등으로 요양관리가 필요하여 일상생활 및 사회생활에 수시로 보호와 관리가 필요한 경우",임상진단,(임상진단)
G41.0,V125,신경계통의 질환,대발작 뇌전증지속상태,Grand mal status epilepticus,대발작이 30분이상 지속되거나 중간에 의식의 회복 없이 30분 이상 발작이 반복하여 발생하는 경우,"임상진단, 뇌파검사","(임상진단, 뇌파검사)","적극적인 치료에도 불구하고 중증발작의 월 5회 이상, 경증발작의 월 10회이상이 연 6회이상 있고, 발작을 할 때에 유발된 호흡장애, 흡인성 폐렴, 심한 탈진, 두통, 구역, 인지기능 장애 등으로 요양관리가 필요하여 일상생활 및 사회생활에 수시로 보호와 관리가 필요한 경우",임상진단,(임상진단)
G40.4,V233,신경계통의 질환,웨스트증후군,West’s syndrome,"o 생후 1년을 전후로 특징적인 임상양상(반복적인 체간 및 사지의 전반적 굴곡운동이 나타나는 경우(흔하지 않게 신전운동이 보일 수 있음)
o 뇌파검사에서 특징적인 소견을 보이는 경우: continuous multifocal spikes and slow waves of large amplitude(hypsarrhythmia), 전형적인 뇌파소견이 없는 경우 임상증상이 확실하면 진단 가능함","임상진단, 뇌파검사","(임상진단, 뇌파검사)","o 생후 1년을 전후로 특징적인 임상양상(반복적인 체간 및 사지의 전반적 굴곡운동이 나타나는 경우(흔하지 않게 신전운동이 보일 수 있음)
o 뇌파검사에서 특징적인 소견을 보이는 경우: continuous multifocal spikes and slow waves of large amplitude(hypsarrhythmia), 전형적인 뇌파소견이 없는 경우 임상증상이 확실하면 진단 가능함","임상진단, 뇌파검사","(임상진단, 뇌파검사)"
G40.4,V233,신경계통의 질환,레녹스-가스토증후군,Lennox-Gastaut syndrome,"o 소아기 발생
o 뇌파 검사에서 미만성 극서파복합과 전반적 다극파가 거의 지속적으로 관찰됨
o 일반적으로 심한 발달지연, 심리장애, 정신운동지체, 성격장애가 동반됨","임상진단, 뇌파검사","(임상진단, 뇌파검사)","o 소아기 발생
o 뇌파 검사에서 미만성 극서파복합과 전반적 다극파가 거의 지속적으로 관찰됨
o 일반적으로 심한 발달지연, 심리장애, 정신운동지체, 성격장애가 동반됨","임상진단, 뇌파검사","(임상진단, 뇌파검사)"
G36.0,V276,신경계통의 질환,시신경척수염[데빅병],Neuromyelitis optica[Devic],"24시간 이상 지속되는 중추신경계의 신경학적 이상이 있으면서, 이에 부합되는 탈수초성 혹은 염증성 병변이 MRI에서 확인되고, 종양, 감염, 혈관질환 등의 다른 설명 가능한 질환이 배제되었을 때, 임상양상과 MRI소견 그리고 혈청검사(항-아쿠아포린4 항체)를 종합적으로 고려하여 진단함

(1) 항-아쿠아포린4 항체가 양성이면서 다음 6가지 임상양상 중 한가지를 보인 경우 (시신경염, 급성 척수염, area postrema syndrome, 급성뇌간증후군, 급성간뇌증후군(acute diencephalic clinical syndrome), symptomatic cerebral syndrome
(2) 항-아쿠아포린4 항체가 음성이거나 검사를 시행할 수 없을 경우에는 위 6가지 임상양상 중 적어도 2가지 이상의 임상양상을 보이며 적어도 한 번은 시신경염, 척수분절 3개 이상을 침범하는 광범위한 척수염, 혹은 area postrema syndrome 을 보인 경우","영상검사, 특수생화학/면역학·도말/배양검사, 임상진단","(영상검사, 임상진단) 또는 (영상검사, 특수생화학/면역학·도말/배양검사, 임상진단)","o 24시간 이상 지속되는 중추신경계의 신경학적 이상이 있으면서, 이에 부합되는 탈수초성 혹은 염증성 병변이 MRI에서 확인되고, 종양, 감염, 혈관질환 등의 다른 설명 가능한 질환이 배제되었을 때, 임상양상과 MRI소견 그리고 혈청검사(항-아쿠아포린4 항체)를 종합적으로 고려하여 진단함

 (1) 항-아쿠아포린4 항체가 양성이면서 다음 6가지 임상양상 중 한가지를 보인 경우 (시신경염, 급성 척수염, area postrema syndrome, 급성뇌간증후군, 급성간뇌증후군(acute diencephalic clinical syndrome), symptomatic cerebral syndrome
 (2) 항-아쿠아포린4 항체가 음성이거나 검사를 시행할 수 없을 경우에는 위 6가지 임상양상 중 적어도 2가지 이상의 임상양상을 보이며 적어도 한 번은 시신경염, 척수분절 3개 이상을 침범하는 광범위한 척수염, 혹은 area postrema syndrome 을 보인 경우

o 단, 주기적으로 면역억제치료를 받고 있는 경우 의료진의 임상소견만으로 등록할 수 있음","영상검사, 특수생화학/면역학·도말/배양검사, 임상진단","(임상진단) 또는 (영상검사, 임상진단) 또는 (영상검사, 특수생화학/면역학·도말/배양검사, 임상진단)"
G35,V022,신경계통의 질환,다발경화증 NOS,Multiple sclerosis (of) NOS,"o 24시간 이상 지속되는 중추신경계 (대뇌, 소뇌, 뇌간, 시신경, 척수 등)의 신경학적 장애가 있으면서, 이에 부합되는 탈수초성 혹은 염증성 병변이 MRI나 CT에서 확인되고, 종양, 감염, 혈관질환 등의 다른 설명 가능한 질환이 배제되었을 때
o 상기 소견을 만족하면서, 
 (1) 상기 증상이 1개월 이상의 간격을 두고 1회 이상 재발한 경우이거나
 (2) 상기 증상이 1년 이상 지속적으로 악화되는 경우이거나
 (3) 상기 증상이 처음 발생한 경우에는, MRI에서 2개 또는 그 이상의 다발성경화증을 시사하는 병소가 관찰 될 때, 또는 특징적인 뇌척수액검사 소견을 보이거나 (IgG index 증가, CSF oligoclonal band 양성) VEP 소견을 보이는 경우","영상검사, 특수생화학/면역학·도말/배양검사, 임상진단, 시각유발전위검사","(영상검사, 임상진단) 또는 (영상검사, 특수생화학/면역학·도말/배양검사, 임상진단) 또는 (영상검사, 임상진단, 시각유발전위검사) 또는 (영상검사, 특수생화학/면역학·도말/배양검사, 임상진단, 시각유발전위검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 MRI 확인 또는 의료진의 임상소견에 따라 등록","영상검사, 임상진단","(임상진단) 또는 (영상검사, 임상진단)"
G35,V022,신경계통의 질환,전신성(∼의) 다발경화증,Multiple sclerosis (of) generalized,"o 24시간 이상 지속되는 중추신경계 (대뇌, 소뇌, 뇌간, 시신경, 척수 등)의 신경학적 장애가 있으면서, 이에 부합되는 탈수초성 혹은 염증성 병변이 MRI나 CT에서 확인되고, 종양, 감염, 혈관질환 등의 다른 설명 가능한 질환이 배제되었을 때
o 상기 소견을 만족하면서, 
 (1) 상기 증상이 1개월 이상의 간격을 두고 1회 이상 재발한 경우이거나
 (2) 상기 증상이 1년 이상 지속적으로 악화되는 경우이거나
 (3) 상기 증상이 처음 발생한 경우에는, MRI에서 2개 또는 그 이상의 다발성경화증을 시사하는 병소가 관찰 될 때, 또는 특징적인 뇌척수액검사 소견을 보이거나 (IgG index 증가, CSF oligoclonal band 양성) VEP 소견을 보이는 경우","영상검사, 특수생화학/면역학·도말/배양검사, 임상진단, 시각유발전위검사","(영상검사, 임상진단) 또는 (영상검사, 특수생화학/면역학·도말/배양검사, 임상진단) 또는 (영상검사, 임상진단, 시각유발전위검사) 또는 (영상검사, 특수생화학/면역학·도말/배양검사, 임상진단, 시각유발전위검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 MRI 확인 또는 의료진의 임상소견에 따라 등록","영상검사, 임상진단","(임상진단) 또는 (영상검사, 임상진단)"
G35,V022,신경계통의 질환,척수(∼의) 다발경화증,Multiple sclerosis (of) cord,"o 24시간 이상 지속되는 중추신경계 (대뇌, 소뇌, 뇌간, 시신경, 척수 등)의 신경학적 장애가 있으면서, 이에 부합되는 탈수초성 혹은 염증성 병변이 MRI나 CT에서 확인되고, 종양, 감염, 혈관질환 등의 다른 설명 가능한 질환이 배제되었을 때
o 상기 소견을 만족하면서, 
 (1) 상기 증상이 1개월 이상의 간격을 두고 1회 이상 재발한 경우이거나
 (2) 상기 증상이 1년 이상 지속적으로 악화되는 경우이거나
 (3) 상기 증상이 처음 발생한 경우에는, MRI에서 2개 또는 그 이상의 다발성경화증을 시사하는 병소가 관찰 될 때, 또는 특징적인 뇌척수액검사 소견을 보이거나 (IgG index 증가, CSF oligoclonal band 양성) VEP 소견을 보이는 경우","영상검사, 특수생화학/면역학·도말/배양검사, 임상진단, 시각유발전위검사","(영상검사, 임상진단) 또는 (영상검사, 특수생화학/면역학·도말/배양검사, 임상진단) 또는 (영상검사, 임상진단, 시각유발전위검사) 또는 (영상검사, 특수생화학/면역학·도말/배양검사, 임상진단, 시각유발전위검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 MRI 확인 또는 의료진의 임상소견에 따라 등록","영상검사, 임상진단","(임상진단) 또는 (영상검사, 임상진단)"
G35,V022,신경계통의 질환,파종성(∼의) 다발경화증,Multiple sclerosis (of) disseminated,"o 24시간 이상 지속되는 중추신경계 (대뇌, 소뇌, 뇌간, 시신경, 척수 등)의 신경학적 장애가 있으면서, 이에 부합되는 탈수초성 혹은 염증성 병변이 MRI나 CT에서 확인되고, 종양, 감염, 혈관질환 등의 다른 설명 가능한 질환이 배제되었을 때
o 상기 소견을 만족하면서, 
 (1) 상기 증상이 1개월 이상의 간격을 두고 1회 이상 재발한 경우이거나
 (2) 상기 증상이 1년 이상 지속적으로 악화되는 경우이거나
 (3) 상기 증상이 처음 발생한 경우에는, MRI에서 2개 또는 그 이상의 다발성경화증을 시사하는 병소가 관찰 될 때, 또는 특징적인 뇌척수액검사 소견을 보이거나 (IgG index 증가, CSF oligoclonal band 양성) VEP 소견을 보이는 경우","영상검사, 특수생화학/면역학·도말/배양검사, 임상진단, 시각유발전위검사","(영상검사, 임상진단) 또는 (영상검사, 특수생화학/면역학·도말/배양검사, 임상진단) 또는 (영상검사, 임상진단, 시각유발전위검사) 또는 (영상검사, 특수생화학/면역학·도말/배양검사, 임상진단, 시각유발전위검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 MRI 확인 또는 의료진의 임상소견에 따라 등록","영상검사, 임상진단","(임상진단) 또는 (영상검사, 임상진단)"
